date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-03-26,England,Switzerland,2.0,1.0,Friendly,London,England,False
2022-03-27,United States,Panama,5.0,1.0,FIFA World Cup qualification,Orlando,United States,False
2022-03-29,Morocco,DR Congo,4.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False
2022-03-29,Senegal,Egypt,1.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False
2022-03-29,Saudi Arabia,Australia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
2022-03-29,Ecuador,Argentina,1.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
2022-03-29,Austria,Scotland,2.0,2.0,Friendly,Vienna,Austria,False
2022-03-29,England,Côte d'Ivoire,3.0,0.0,Friendly,London,England,False
2022-03-29,France,South Africa,5.0,0.0,Friendly,Villeneuve D'Ascq,Algeria,True
2022-03-29,Netherlands,Germany,1.0,1.0,Friendly,Amsterdam,Netherlands,False
2022-03-30,Panama,Canada,1.0,0.0,FIFA World Cup qualification,Panama City,Panama,False
2022-06-01,Australia,Jordan,2.0,1.0,Friendly,Al Wakrah,Qatar,True
2022-06-01,United States,Morocco,3.0,0.0,Friendly,Cincinnati,United States,False
2022-06-02,Czechia,Switzerland,2.0,1.0,UEFA Nations League,Prague,Czech Republic,False
2022-06-02,Spain,Portugal,1.0,1.0,UEFA Nations League,Seville,Spain,False
2022-06-02,Japan,Paraguay,4.0,1.0,Friendly,Sapporo,Japan,False
2022-06-02,Korea Republic,Brazil,1.0,5.0,Friendly,Seoul,South Korea,False
2022-06-02,Mexico,Uruguay,0.0,3.0,Friendly,Glendale,United States,True
2022-06-03,Croatia,Austria,0.0,3.0,UEFA Nations League,Osijek,Croatia,False
2022-06-03,Belgium,Netherlands,1.0,4.0,UEFA Nations League,Brussels,Belgium,False
2022-06-05,Portugal,Switzerland,4.0,0.0,UEFA Nations League,Lisbon,Portugal,False
2022-06-05,Czechia,Spain,2.0,2.0,UEFA Nations League,Prague,Czech Republic,False
2022-06-05,Sweden,Norway,1.0,2.0,UEFA Nations League,Stockholm,Sweden,False
2022-06-05,Mexico,Ecuador,0.0,0.0,Friendly,Chicago,United States,True
2022-06-05,Saudi Arabia,Colombia,0.0,1.0,Friendly,Murcia,Spain,True
2022-06-05,United States,Uruguay,0.0,0.0,Friendly,Kansas City,United States,False
2022-06-06,Croatia,France,1.0,1.0,UEFA Nations League,Split,Croatia,False
2022-06-06,Japan,Brazil,0.0,1.0,Friendly,Tokyo,Japan,False
2022-06-07,Germany,England,1.0,1.0,UEFA Nations League,Munich,Germany,False
2022-06-09,Morocco,South Africa,2.0,1.0,African Cup of Nations qualification,Rabat,Morocco,False
2022-06-09,Canada,Curaçao,4.0,0.0,CONCACAF Nations League,Vancouver,Canada,False
2022-06-09,Portugal,Czechia,2.0,0.0,UEFA Nations League,Lisbon,Portugal,False
2022-06-09,Switzerland,Spain,0.0,1.0,UEFA Nations League,Geneva,Switzerland,False
2022-06-10,Austria,France,1.0,1.0,UEFA Nations League,Vienna,Austria,False
2022-06-10,Korea Republic,Paraguay,2.0,2.0,Friendly,Suwon,South Korea,False
2022-06-10,Japan,Ghana,4.0,1.0,Kirin Cup,Kobe,Japan,False
2022-06-11,Ecuador,Cabo Verde,1.0,0.0,Friendly,Fort Lauderdale,United States,True
2022-06-11,Uruguay,Panama,5.0,0.0,Friendly,Montevideo,Uruguay,False
2022-06-12,Spain,Czechia,2.0,0.0,UEFA Nations League,Málaga,Spain,False
2022-06-12,Switzerland,Portugal,1.0,0.0,UEFA Nations League,Geneva,Switzerland,False
2022-06-12,Norway,Sweden,3.0,2.0,UEFA Nations League,Oslo,Norway,False
2022-06-12,IR Iran,Algeria,1.0,2.0,Friendly,Doha,Qatar,True
2022-06-13,France,Croatia,0.0,1.0,UEFA Nations League,Paris,France,False
2022-06-14,Japan,Tunisia,0.0,3.0,Kirin Cup,Suita,Japan,False
2022-06-14,Korea Republic,Egypt,4.0,1.0,Friendly,Seoul,South Korea,False
2022-07-27,Japan,Korea Republic,3.0,0.0,EAFF Championship,Toyota,Japan,False
2022-08-31,Mexico,Paraguay,0.0,1.0,Friendly,Atlanta,United States,True
2022-09-22,Australia,New Zealand,1.0,0.0,Friendly,Brisbane,Australia,False
2022-09-22,France,Austria,2.0,0.0,UEFA Nations League,Paris,France,False
2022-09-23,Japan,United States,2.0,0.0,Kirin Challenge Cup,Düsseldorf,Germany,True
2022-09-23,Brazil,Ghana,3.0,0.0,Friendly,Le Havre,France,True
2022-09-23,Canada,Qatar,2.0,0.0,Friendly,Vienna,Austria,True
2022-09-23,IR Iran,Uruguay,1.0,0.0,Friendly,Sankt Pölten,Austria,True
2022-09-23,Saudi Arabia,Ecuador,0.0,0.0,Friendly,Murcia,Spain,True
2022-09-24,Czechia,Portugal,0.0,4.0,UEFA Nations League,Prague,Czech Republic,False
2022-09-24,Spain,Switzerland,1.0,2.0,UEFA Nations League,Zaragoza,Spain,False
2022-09-25,New Zealand,Australia,0.0,2.0,Friendly,Auckland,New Zealand,False
2022-09-25,Austria,Croatia,1.0,3.0,UEFA Nations League,Vienna,Austria,False
2022-09-25,Netherlands,Belgium,1.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False
2022-09-26,England,Germany,3.0,3.0,UEFA Nations League,London,England,False
2022-09-27,Brazil,Tunisia,5.0,1.0,Friendly,Paris,France,True
2022-09-27,Canada,Uruguay,0.0,2.0,Friendly,Bratislava,Slovakia,True
2022-09-27,Ecuador,Japan,0.0,0.0,Kirin Challenge Cup,Düsseldorf,Germany,True
2022-09-27,IR Iran,Senegal,1.0,1.0,Friendly,Maria Enzersdorf,Austria,True
2022-09-27,Mexico,Colombia,2.0,3.0,Friendly,Santa Clara,United States,True
2022-09-27,Paraguay,Morocco,0.0,0.0,Friendly,Seville,Spain,True
2022-09-27,Saudi Arabia,United States,0.0,0.0,Friendly,Murcia,Spain,True
2022-09-27,Portugal,Spain,0.0,1.0,UEFA Nations League,Braga,Portugal,False
2022-09-27,Switzerland,Czechia,2.0,1.0,UEFA Nations League,St. Gallen,Switzerland,False
2022-11-07,Qatar,Panama,2.0,1.0,Friendly,Marbella,Spain,True
2022-11-09,Mexico,Iraq,4.0,0.0,Friendly,Girona,Spain,True
2022-11-10,Saudi Arabia,Panama,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-12,Iraq,Ecuador,0.0,0.0,Friendly,Madrid,Spain,True
2022-11-16,IR Iran,Tunisia,0.0,2.0,Friendly,Doha,Qatar,True
2022-11-16,Mexico,Sweden,1.0,2.0,Friendly,Girona,Spain,True
2022-11-16,Saudi Arabia,Croatia,0.0,1.0,Friendly,Riyadh,Saudi Arabia,False
2022-11-16,Türkiye,Scotland,2.0,1.0,Friendly,Diyarbakir,Turkey,False
2022-11-17,Japan,Canada,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2022-11-17,Jordan,Spain,1.0,3.0,Friendly,Amman,Jordan,False
2022-11-17,Switzerland,Ghana,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-18,Egypt,Belgium,2.0,1.0,Friendly,Kuwait City,Kuwait,True
2022-11-19,Colombia,Paraguay,2.0,0.0,Friendly,Fort Lauderdale,United States,True
2022-11-19,Sweden,Algeria,2.0,0.0,Friendly,Malmö,Sweden,False
2022-11-19,Türkiye,Czechia,2.0,1.0,Friendly,Gaziantep,Turkey,False
2022-11-20,Qatar,Ecuador,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-21,Senegal,Netherlands,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-21,England,IR Iran,6.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-22,Argentina,Saudi Arabia,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-22,France,Australia,4.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-23,Germany,Japan,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-23,Morocco,Croatia,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-23,Belgium,Canada,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-24,Uruguay,Korea Republic,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-24,Portugal,Ghana,3.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-25,Qatar,Senegal,1.0,3.0,FIFA World Cup,Doha,Qatar,False
2022-11-25,Netherlands,Ecuador,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-25,England,United States,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-26,Argentina,Mexico,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-26,Tunisia,Australia,0.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-27,Spain,Germany,1.0,1.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-27,Belgium,Morocco,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-27,Croatia,Canada,4.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Brazil,Switzerland,1.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-28,Korea Republic,Ghana,2.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Portugal,Uruguay,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-29,Ecuador,Senegal,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-29,Qatar,Netherlands,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-29,IR Iran,United States,0.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-11-30,Saudi Arabia,Mexico,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-30,Tunisia,France,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Japan,Spain,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Croatia,Belgium,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Canada,Morocco,1.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-12-02,Ghana,Uruguay,0.0,2.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-12-02,Korea Republic,Portugal,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-03,Netherlands,United States,3.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-03,Argentina,Australia,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-04,England,Senegal,3.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-05,Japan,Croatia,1.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-12-05,Brazil,Korea Republic,4.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-12-06,Morocco,Spain,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-06,Portugal,Switzerland,6.0,1.0,FIFA World Cup,Lusail,Qatar,True
2022-12-09,Croatia,Brazil,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-09,Netherlands,Argentina,2.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-12-10,Morocco,Portugal,1.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-12-10,England,France,1.0,2.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-13,Argentina,Croatia,3.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-12-14,France,Morocco,2.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-17,Croatia,Morocco,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-18,Argentina,France,3.0,3.0,FIFA World Cup,Lusail,Qatar,True
2023-01-09,Iraq,Saudi Arabia,2.0,0.0,Gulf Cup,Basra,Iraq,False
2023-01-16,Iraq,Qatar,2.0,1.0,Gulf Cup,Basra,Iraq,False
2023-01-28,United States,Colombia,0.0,0.0,Friendly,Carson,United States,False
2023-03-23,Argentina,Panama,2.0,0.0,Friendly,Buenos Aires,Argentina,False
2023-03-24,Australia,Ecuador,3.0,1.0,Friendly,Sydney,Australia,False
2023-03-24,Japan,Uruguay,1.0,1.0,Friendly,Tokyo,Japan,False
2023-03-24,Korea Republic,Colombia,2.0,2.0,Friendly,Ulsan,South Korea,False
2023-03-24,France,Netherlands,4.0,0.0,UEFA Euro qualification,Paris,France,False
2023-03-24,Sweden,Belgium,0.0,3.0,UEFA Euro qualification,Stockholm,Sweden,False
2023-03-25,Morocco,Brazil,2.0,1.0,Friendly,Tangier,Morocco,False
2023-03-25,Spain,Norway,3.0,0.0,UEFA Euro qualification,Málaga,Spain,False
2023-03-25,Curaçao,Canada,0.0,2.0,CONCACAF Nations League,Willemstad,Curaçao,False
2023-03-28,Argentina,Curaçao,7.0,0.0,Friendly,Santiago del Estero,Argentina,False
2023-03-28,Australia,Ecuador,1.0,2.0,Friendly,Melbourne,Australia,False
2023-03-28,Germany,Belgium,2.0,3.0,Friendly,Cologne,Germany,False
2023-03-28,Japan,Colombia,1.0,2.0,Friendly,Osaka,Japan,False
2023-03-28,Korea Republic,Uruguay,1.0,2.0,Friendly,Seoul,South Korea,False
2023-03-28,Scotland,Spain,2.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False
2023-03-28,Türkiye,Croatia,0.0,2.0,UEFA Euro qualification,Bursa,Turkey,False
2023-04-19,United States,Mexico,1.0,1.0,Friendly,Glendale,United States,False
2023-06-12,Morocco,Cabo Verde,0.0,0.0,Friendly,Rabat,Morocco,False
2023-06-14,Netherlands,Croatia,2.0,4.0,UEFA Nations League,Rotterdam,Netherlands,False
2023-06-15,Panama,Canada,0.0,2.0,CONCACAF Nations League,Las Vegas,United States,True
2023-06-15,United States,Mexico,3.0,0.0,CONCACAF Nations League,Las Vegas,United States,False
2023-06-15,Argentina,Australia,2.0,0.0,Friendly,Beijing,China PR,True
2023-06-16,Colombia,Iraq,1.0,0.0,Friendly,Valencia,Spain,True
2023-06-16,Sweden,New Zealand,4.0,1.0,Friendly,Stockholm,Sweden,False
2023-06-17,Norway,Scotland,1.0,2.0,UEFA Euro qualification,Oslo,Norway,False
2023-06-17,Belgium,Austria,1.0,1.0,UEFA Euro qualification,Brussels,Belgium,False
2023-06-17,Portugal,Bosnia and Herzegovina,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
2023-06-17,South Africa,Morocco,2.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,False
2023-06-18,Panama,Mexico,0.0,1.0,CONCACAF Nations League,Las Vegas,United States,True
2023-06-18,United States,Canada,2.0,0.0,CONCACAF Nations League,Las Vegas,United States,False
2023-06-18,Croatia,Spain,0.0,0.0,UEFA Nations League,Rotterdam,Netherlands,True
2023-06-20,Algeria,Tunisia,1.0,1.0,Friendly,Annaba,Algeria,False
2023-06-20,Brazil,Senegal,2.0,4.0,Friendly,Lisbon,Portugal,True
2023-06-20,Germany,Colombia,0.0,2.0,Friendly,Gelsenkirchen,Germany,False
2023-06-20,Austria,Sweden,2.0,0.0,UEFA Euro qualification,Vienna,Austria,False
2023-06-20,Uzbekistan,IR Iran,0.0,1.0,CAFA Nations Cup,Tashkent,Uzbekistan,False
2023-06-25,Haiti,Qatar,2.0,1.0,Gold Cup,Houston,United States,True
2023-06-29,Haiti,Mexico,1.0,3.0,Gold Cup,Glendale,United States,True
2023-07-02,Mexico,Qatar,0.0,1.0,Gold Cup,Santa Clara,United States,True
2023-07-08,Panama,Qatar,4.0,0.0,Gold Cup,Arlington,United States,True
2023-07-09,United States,Canada,2.0,2.0,Gold Cup,Cincinnati,United States,False
2023-07-12,United States,Panama,1.0,1.0,Gold Cup,San Diego,United States,False
2023-07-16,Mexico,Panama,1.0,0.0,Gold Cup,Inglewood,United States,True
2023-09-07,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2023-09-07,Norway,Jordan,6.0,0.0,Friendly,Oslo,Norway,False
2023-09-09,Germany,Japan,1.0,4.0,Friendly,Wolfsburg,Germany,False
2023-09-09,Mexico,Australia,2.0,2.0,Friendly,Arlington,United States,True
2023-09-09,United States,Uzbekistan,3.0,0.0,Friendly,St. Louis,United States,False
2023-09-12,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False
2023-09-12,Egypt,Tunisia,1.0,3.0,Friendly,Cairo,Egypt,False
2023-09-12,Germany,France,2.0,1.0,Friendly,Dortmund,Germany,False
2023-09-12,Japan,Türkiye,4.0,2.0,Friendly,Genk,Belgium,True
2023-09-12,Korea Republic,Saudi Arabia,1.0,0.0,Friendly,Newcastle,England,True
2023-09-12,Mexico,Uzbekistan,3.0,3.0,Friendly,Atlanta,United States,True
2023-09-12,Scotland,England,1.0,3.0,Friendly,Glasgow,Scotland,False
2023-09-12,Senegal,Algeria,0.0,1.0,Friendly,Diamniadio,Senegal,False
2023-09-12,South Africa,DR Congo,1.0,0.0,Friendly,Johannesburg,South Africa,False
2023-09-12,Sweden,Austria,1.0,3.0,UEFA Euro qualification,Stockholm,Sweden,False
2023-10-12,Colombia,Uruguay,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2023-10-12,Argentina,Paraguay,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2023-10-12,Algeria,Cabo Verde,5.0,1.0,Friendly,Constantine,Algeria,False
2023-10-12,Spain,Scotland,2.0,0.0,UEFA Euro qualification,Seville,Spain,False
2023-10-12,Croatia,Türkiye,0.0,1.0,UEFA Euro qualification,Osijek,Croatia,False
2023-10-13,Curaçao,Panama,1.0,2.0,CONCACAF Nations League,Willemstad,Curaçao,False
2023-10-13,DR Congo,New Zealand,1.0,1.0,Friendly,Murcia,Spain,True
2023-10-13,England,Australia,1.0,0.0,Friendly,London,England,False
2023-10-13,Iraq,Qatar,0.0,0.0,Friendly,Amman,Jordan,True
2023-10-13,Japan,Canada,4.0,1.0,Friendly,Niigata,Japan,False
2023-10-13,Korea Republic,Tunisia,4.0,0.0,Friendly,Seoul,South Korea,False
2023-10-13,Netherlands,France,1.0,2.0,UEFA Euro qualification,Amsterdam,Netherlands,False
2023-10-13,Austria,Belgium,2.0,3.0,UEFA Euro qualification,Vienna,Austria,False
2023-10-14,Côte d'Ivoire,Morocco,1.0,1.0,Friendly,Abidjan,Ivory Coast,False
2023-10-14,Mexico,Ghana,2.0,0.0,Friendly,Charlotte,United States,True
2023-10-14,United States,Germany,1.0,3.0,Friendly,East Hartford,United States,False
2023-10-15,Norway,Spain,0.0,1.0,UEFA Euro qualification,Oslo,Norway,False
2023-10-16,Algeria,Egypt,1.0,1.0,Friendly,Al Ain,United Arab Emirates,True
2023-10-16,Belgium,Sweden,1.0,1.0,UEFA Euro qualification,Brussels,Belgium,False
2023-10-16,Bosnia and Herzegovina,Portugal,0.0,5.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
2023-10-17,Ecuador,Colombia,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
2023-10-17,Uruguay,Brazil,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2023-10-17,Australia,New Zealand,2.0,0.0,Soccer Ashes,Brentford,England,True
2023-10-17,France,Scotland,4.0,1.0,Friendly,Lille,France,False
2023-10-17,Côte d'Ivoire,South Africa,1.0,1.0,Friendly,Abidjan,Ivory Coast,False
2023-10-17,Mexico,Germany,2.0,2.0,Friendly,Philadelphia,United States,True
2023-10-17,United States,Ghana,4.0,0.0,Friendly,Nashville,United States,False
2023-11-16,Colombia,Brazil,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2023-11-16,Argentina,Uruguay,0.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2023-11-18,Germany,Türkiye,2.0,3.0,Friendly,Berlin,Germany,False
2023-11-19,Scotland,Norway,3.0,3.0,UEFA Euro qualification,Glasgow,Scotland,False
2023-11-21,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
2023-11-21,Brazil,Argentina,0.0,1.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
2023-11-21,Uzbekistan,IR Iran,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
2023-11-21,Jordan,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False
2023-11-21,Austria,Germany,2.0,0.0,Friendly,Vienna,Austria,False
2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,Los Angeles,United States,True
2024-01-05,Qatar,Jordan,1.0,2.0,Friendly,Al Rayyan,Qatar,False
2024-01-06,Iraq,Korea Republic,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-09,Japan,Jordan,6.0,1.0,Friendly,Doha,Qatar,True
2024-01-10,Tunisia,Cabo Verde,2.0,0.0,Friendly,Radès,Tunisia,False
2024-01-14,Ghana,Cabo Verde,1.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-18,Egypt,Ghana,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-19,Iraq,Japan,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-20,Jordan,Korea Republic,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
2024-01-21,Morocco,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-22,Cabo Verde,Egypt,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-23,Australia,Uzbekistan,1.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-01-24,South Africa,Tunisia,0.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-28,Egypt,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-29,Iraq,Jordan,2.0,3.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-29,Côte d'Ivoire,Senegal,1.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,False
2024-01-30,Saudi Arabia,Korea Republic,1.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-30,Morocco,South Africa,0.0,2.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-02-02,Australia,Korea Republic,1.0,2.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-02-03,IR Iran,Japan,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-02-03,Qatar,Uzbekistan,1.0,1.0,AFC Asian Cup,Al Khor,Qatar,False
2024-02-03,Cabo Verde,South Africa,0.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-02-06,Jordan,Korea Republic,2.0,0.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-02-07,Qatar,IR Iran,3.0,2.0,AFC Asian Cup,Doha,Qatar,False
2024-02-07,Côte d'Ivoire,DR Congo,1.0,0.0,African Cup of Nations,Ebimpé,Ivory Coast,False
2024-02-10,Qatar,Jordan,3.0,1.0,AFC Asian Cup,Lusail,Qatar,False
2024-02-10,South Africa,DR Congo,0.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-03-21,Panama,Mexico,0.0,3.0,CONCACAF Nations League,Arlington,United States,True
2024-03-21,Portugal,Sweden,5.0,2.0,Friendly,Guimarães,Portugal,False
2024-03-22,Egypt,New Zealand,1.0,0.0,FIFA Series,Cairo,Egypt,False
2024-03-22,Netherlands,Scotland,4.0,0.0,Friendly,Amsterdam,Netherlands,False
2024-03-22,Norway,Czechia,1.0,2.0,Friendly,Oslo,Norway,False
2024-03-22,Spain,Colombia,0.0,1.0,Friendly,London,England,True
2024-03-23,Tunisia,Croatia,0.0,0.0,FIFA Series,Cairo,Egypt,True
2024-03-23,England,Brazil,0.0,1.0,Friendly,London,England,False
2024-03-23,France,Germany,0.0,2.0,Friendly,Lyon,France,False
2024-03-24,United States,Mexico,2.0,0.0,CONCACAF Nations League,Arlington,United States,False
2024-03-26,Algeria,South Africa,3.0,3.0,FIFA Series,Algiers,Algeria,False
2024-03-26,Egypt,Croatia,2.0,4.0,FIFA Series,Cairo,Egypt,False
2024-03-26,New Zealand,Tunisia,0.0,0.0,FIFA Series,Cairo,Egypt,True
2024-03-26,Austria,Türkiye,6.0,1.0,Friendly,Vienna,Austria,False
2024-03-26,England,Belgium,2.0,2.0,Friendly,London,England,False
2024-03-26,Germany,Netherlands,2.0,1.0,Friendly,Frankfurt,Germany,False
2024-03-26,Côte d'Ivoire,Uruguay,2.0,1.0,Friendly,Lens,France,True
2024-03-26,Spain,Brazil,3.0,3.0,Friendly,Madrid,Spain,False
2024-06-03,England,Bosnia and Herzegovina,3.0,0.0,Friendly,Newcastle,England,False
2024-06-05,Mexico,Uruguay,0.0,4.0,Friendly,Denver,United States,True
2024-06-06,Netherlands,Canada,4.0,0.0,Friendly,Rotterdam,Netherlands,False
2024-06-06,Senegal,DR Congo,1.0,1.0,FIFA World Cup qualification,Diamniadio,Senegal,False
2024-06-08,Mexico,Brazil,2.0,3.0,Friendly,College Station,United States,True
2024-06-08,Portugal,Croatia,1.0,2.0,Friendly,Oeiras,Portugal,False
2024-06-08,Switzerland,Austria,1.0,1.0,Friendly,St. Gallen,Switzerland,False
2024-06-08,United States,Colombia,1.0,5.0,Friendly,Landover,United States,False
2024-06-09,Argentina,Ecuador,1.0,0.0,Friendly,Chicago,United States,True
2024-06-09,France,Canada,0.0,0.0,Friendly,Bordeaux,France,False
2024-06-11,IR Iran,Uzbekistan,0.0,0.0,FIFA World Cup qualification,Tehran,Iran,False
2024-06-11,Saudi Arabia,Jordan,1.0,2.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2024-06-12,United States,Brazil,1.0,1.0,Friendly,Orlando,United States,False
2024-06-14,Germany,Scotland,5.0,1.0,UEFA Euro,Munich,Germany,False
2024-06-15,Spain,Croatia,3.0,0.0,UEFA Euro,Berlin,Germany,True
2024-06-16,Panama,Paraguay,0.0,1.0,Friendly,Panama City,Panama,False
2024-06-17,Austria,France,0.0,1.0,UEFA Euro,Düsseldorf,Germany,True
2024-06-18,Portugal,Czechia,2.0,1.0,UEFA Euro,Leipzig,Germany,True
2024-06-19,Scotland,Switzerland,1.0,1.0,UEFA Euro,Cologne,Germany,True
2024-06-20,Argentina,Canada,2.0,0.0,Copa América,Atlanta,United States,True
2024-06-21,Netherlands,France,0.0,0.0,UEFA Euro,Leipzig,Germany,True
2024-06-22,Türkiye,Portugal,0.0,3.0,UEFA Euro,Dortmund,Germany,True
2024-06-23,Germany,Switzerland,1.0,1.0,UEFA Euro,Frankfurt,Germany,False
2024-06-23,Uruguay,Panama,3.0,1.0,Copa América,Miami Gardens,United States,True
2024-06-24,Colombia,Paraguay,2.0,1.0,Copa América,Houston,United States,True
2024-06-25,Netherlands,Austria,2.0,3.0,UEFA Euro,Berlin,Germany,True
2024-06-26,Czechia,Türkiye,1.0,2.0,UEFA Euro,Hamburg,Germany,True
2024-06-27,United States,Panama,1.0,2.0,Copa América,Atlanta,United States,False
2024-06-28,Paraguay,Brazil,1.0,4.0,Copa América,Las Vegas,United States,True
2024-06-30,Mexico,Ecuador,0.0,0.0,Copa América,Glendale,United States,True
2024-07-01,France,Belgium,1.0,0.0,UEFA Euro,Düsseldorf,Germany,True
2024-07-01,United States,Uruguay,0.0,1.0,Copa América,Kansas City,United States,False
2024-07-02,Austria,Türkiye,1.0,2.0,UEFA Euro,Leipzig,Germany,True
2024-07-02,Brazil,Colombia,1.0,1.0,Copa América,Santa Clara,United States,True
2024-07-04,Argentina,Ecuador,1.0,1.0,Copa América,Houston,United States,True
2024-07-05,Germany,Spain,1.0,2.0,UEFA Euro,Stuttgart,Germany,False
